"Gemeinde","Längengrad_Gemeinde","Breitengrad_Gemeinde","state","Hauptstadt","Längengrad","Breitengrad"
"MICKHAUSEN",10.639736,48.244483,"Bavaria","Muenchen",11.5753822,48.1371079
"MITTELNEUFNACH",10.596906,48.175397,"Bavaria","Muenchen",11.5753822,48.1371079
"OBEROSTENDORF",10.741766,47.942458,"Bavaria","Muenchen",11.5753822,48.1371079
"RAMMINGEN",10.580658,48.070394,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHERSTETTEN",10.640778,48.180734,"Bavaria","Muenchen",11.5753822,48.1371079
"WIEDERGELTINGEN",10.673361,48.039565,"Bavaria","Muenchen",11.5753822,48.1371079
"DENKLINGEN",10.849611,47.913826,"Bavaria","Muenchen",11.5753822,48.1371079
"ERESING",11.022605,48.085367,"Bavaria","Muenchen",11.5753822,48.1371079
"FINNING",11.012318,48.020779,"Bavaria","Muenchen",11.5753822,48.1371079
"FUCHSTAL",10.826857,47.934246,"Bavaria","Muenchen",11.5753822,48.1371079
"GREIFENBERG",11.083385,48.07061,"Bavaria","Muenchen",11.5753822,48.1371079
"HOFSTETTEN1",10.973051,48.008676,"Bavaria","Muenchen",11.5753822,48.1371079
"PENZING",10.927474,48.074902,"Bavaria","Muenchen",11.5753822,48.1371079
"PUERGEN",10.919469,48.027501,"Bavaria","Muenchen",11.5753822,48.1371079
"REICHLING",10.926698,47.924402,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHEURING",10.89664,48.169958,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHWIFTING",10.928301,48.047477,"Bavaria","Muenchen",11.5753822,48.1371079
"THAINING",10.959694,47.972473,"Bavaria","Muenchen",11.5753822,48.1371079
"VILGERTSHOFEN",10.918058,47.951279,"Bavaria","Muenchen",11.5753822,48.1371079
"WEIL",10.925035,48.118728,"Bavaria","Muenchen",11.5753822,48.1371079
"WINDACH",11.035183,48.06708,"Bavaria","Muenchen",11.5753822,48.1371079
"APFELDORF",10.92837,47.895579,"Bavaria","Muenchen",11.5753822,48.1371079
"BERNBEUREN",10.77807,47.737853,"Bavaria","Muenchen",11.5753822,48.1371079
"BURGGEN",10.817667,47.778049,"Bavaria","Muenchen",11.5753822,48.1371079
"HOHENFURCH",10.897689,47.849139,"Bavaria","Muenchen",11.5753822,48.1371079
"INGENRIED",10.782169,47.814295,"Bavaria","Muenchen",11.5753822,48.1371079
"KINSAU",10.9085,47.877716,"Bavaria","Muenchen",11.5753822,48.1371079
"PREM",10.80441,47.678317,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHWABBRUCK",10.836155,47.826419,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHWABSOIEN",10.831321,47.834659,"Bavaria","Muenchen",11.5753822,48.1371079
"STEINGADEN",10.859758,47.700634,"Bavaria","Muenchen",11.5753822,48.1371079
"WALTENHOFEN",10.30443,47.670993,"Bavaria","Muenchen",11.5753822,48.1371079
"PFRONTEN",10.557878,47.581473,"Bavaria","Muenchen",11.5753822,48.1371079
"OY MITTELBERG",10.452462,47.64607,"Bavaria","Muenchen",11.5753822,48.1371079
"DURACH",10.344273,47.697468,"Bavaria","Muenchen",11.5753822,48.1371079
"HALDENWANG",10.346413,47.80179,"Bavaria","Muenchen",11.5753822,48.1371079
"LAUBEN",10.297132,47.780476,"Bavaria","Muenchen",11.5753822,48.1371079
"RUECKHOLZ",10.539754,47.658218,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTRASRIED",10.379496,47.828095,"Bavaria","Muenchen",11.5753822,48.1371079
"OFTERSCHWANG",10.237983,47.495843,"Bavaria","Muenchen",11.5753822,48.1371079
"BOLSTERLANG",10.232296,47.461085,"Bavaria","Muenchen",11.5753822,48.1371079
"FISCHEN I.ALLGAEU",10.270591,47.459403,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERMAISELSTEIN",10.239691,47.449379,"Bavaria","Muenchen",11.5753822,48.1371079
"BLAICHACH",10.257416,47.542493,"Bavaria","Muenchen",11.5753822,48.1371079
"BURGBERG I.ALLGAEU",10.285671,47.538563,"Bavaria","Muenchen",11.5753822,48.1371079
"MISSEN WILHAMS",10.127984,47.59737,"Bavaria","Muenchen",11.5753822,48.1371079
"RETTENBERG",10.290746,47.575009,"Bavaria","Muenchen",11.5753822,48.1371079
"GUENZACH",10.435285,47.823449,"Bavaria","Muenchen",11.5753822,48.1371079
"EISENBERG1",10.604366,47.612055,"Bavaria","Muenchen",11.5753822,48.1371079
"BIESSENHOFEN",10.639856,47.833183,"Bavaria","Muenchen",11.5753822,48.1371079
"HALBLECH",10.820668,47.629783,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHWANGAU",10.736935,47.576893,"Bavaria","Muenchen",11.5753822,48.1371079
"KRAFTISRIED",10.469881,47.779165,"Bavaria","Muenchen",11.5753822,48.1371079
"AITRANG",10.534541,47.817575,"Bavaria","Muenchen",11.5753822,48.1371079
"BAISWEIL",10.541831,47.943787,"Bavaria","Muenchen",11.5753822,48.1371079
"BIDINGEN",10.726827,47.829747,"Bavaria","Muenchen",11.5753822,48.1371079
"FRIESENRIED",10.533666,47.875252,"Bavaria","Muenchen",11.5753822,48.1371079
"GERMARINGEN",10.667839,47.921672,"Bavaria","Muenchen",11.5753822,48.1371079
"GOERISRIED",10.506919,47.706839,"Bavaria","Muenchen",11.5753822,48.1371079
"LENGENWANG",10.602972,47.698667,"Bavaria","Muenchen",11.5753822,48.1371079
"MAUERSTETTEN",10.669985,47.892332,"Bavaria","Muenchen",11.5753822,48.1371079
"PFORZEN",10.6129,47.929763,"Bavaria","Muenchen",11.5753822,48.1371079
"RIEDEN1",10.646483,47.953885,"Bavaria","Muenchen",11.5753822,48.1371079
"ROSSHAUPTEN",10.718053,47.652601,"Bavaria","Muenchen",11.5753822,48.1371079
"STOETTEN A.AUERBERG",10.688702,47.737011,"Bavaria","Muenchen",11.5753822,48.1371079
"STOETTWANG",10.715039,47.890527,"Bavaria","Muenchen",11.5753822,48.1371079
"WESTENDORF1",10.713095,47.932307,"Bavaria","Muenchen",11.5753822,48.1371079
"BENNINGEN",10.211963,47.967567,"Bavaria","Muenchen",11.5753822,48.1371079
"BOEHEN",10.300894,47.881258,"Bavaria","Muenchen",11.5753822,48.1371079
"BUXHEIM1",10.134546,47.998886,"Bavaria","Muenchen",11.5753822,48.1371079
"APFELTRACH",10.494802,48.020061,"Bavaria","Muenchen",11.5753822,48.1371079
"EGG A.D.GUENZ",10.283864,48.086384,"Bavaria","Muenchen",11.5753822,48.1371079
"EPPISHAUSEN",10.518989,48.167869,"Bavaria","Muenchen",11.5753822,48.1371079
"FELLHEIM",10.151743,48.072741,"Bavaria","Muenchen",11.5753822,48.1371079
"HAWANGEN",10.26318,47.971213,"Bavaria","Muenchen",11.5753822,48.1371079
"HEIMERTINGEN",10.154832,48.038173,"Bavaria","Muenchen",11.5753822,48.1371079
"HOLZGUENZ",10.258484,48.02553,"Bavaria","Muenchen",11.5753822,48.1371079
"KAMMLACH",10.419999,48.045102,"Bavaria","Muenchen",11.5753822,48.1371079
"KIRCHHASLACH",10.309701,48.149798,"Bavaria","Muenchen",11.5753822,48.1371079
"KRONBURG",10.156359,47.90474,"Bavaria","Muenchen",11.5753822,48.1371079
"LACHEN",10.238632,47.945918,"Bavaria","Muenchen",11.5753822,48.1371079
"LAUBEN1",10.288982,48.060002,"Bavaria","Muenchen",11.5753822,48.1371079
"LAUTRACH",10.115516,47.897235,"Bavaria","Muenchen",11.5753822,48.1371079
"NIEDERRIEDEN",10.188971,48.057656,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERRIEDEN",10.427632,48.086861,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERSCHOENEGG",10.299785,48.107199,"Bavaria","Muenchen",11.5753822,48.1371079
"PLESS",10.150899,48.093359,"Bavaria","Muenchen",11.5753822,48.1371079
"SALGEN",10.478717,48.129483,"Bavaria","Muenchen",11.5753822,48.1371079
"SONTHEIM",10.352914,48.008522,"Bavaria","Muenchen",11.5753822,48.1371079
"TRUNKELSBERG",10.21907,48.002901,"Bavaria","Muenchen",11.5753822,48.1371079
"UNGERHAUSEN",10.266633,48.005224,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTEREGG",10.466101,47.963267,"Bavaria","Muenchen",11.5753822,48.1371079
"WESTERHEIM1",10.304083,48.01194,"Bavaria","Muenchen",11.5753822,48.1371079
"WINTERRIEDEN",10.224421,48.121675,"Bavaria","Muenchen",11.5753822,48.1371079
"WOLFERTSCHWENDEN",10.262371,47.894552,"Bavaria","Muenchen",11.5753822,48.1371079
"WORINGEN",10.200981,47.923644,"Bavaria","Muenchen",11.5753822,48.1371079
"KRESSBRONN AM BODENSEE",9.59834,47.596747,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"LANGENARGEN",9.54014,47.596737,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"IMMENSTAAD AM BODENSEE",9.37146,47.666622,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OBERTEURINGEN",9.471967,47.725477,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ERISKIRCH",9.531634,47.629585,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"NEUKIRCH1",9.701999,47.657496,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BODOLZ",9.661948,47.571583,"Bavaria","Muenchen",11.5753822,48.1371079
"HERGENSWEILER",9.777567,47.610295,"Bavaria","Muenchen",11.5753822,48.1371079
"SIGMARSZELL",9.763071,47.588967,"Bavaria","Muenchen",11.5753822,48.1371079
"WEISSENSBERG",9.721621,47.579215,"Bavaria","Muenchen",11.5753822,48.1371079
"OPFENBACH",9.833368,47.627061,"Bavaria","Muenchen",11.5753822,48.1371079
"NONNENHORN",9.608645,47.576263,"Bavaria","Muenchen",11.5753822,48.1371079
"GESTRATZ",9.98642,47.647887,"Bavaria","Muenchen",11.5753822,48.1371079
"GRUENENBACH",10.008958,47.628527,"Bavaria","Muenchen",11.5753822,48.1371079
"STIEFENHOFEN",10.004356,47.593471,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERREUTE",9.944133,47.564533,"Bavaria","Muenchen",11.5753822,48.1371079
"BAIENFURT",9.651432,47.826982,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BAINDT",9.661164,47.84186,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ARGENBUEHL",9.959372,47.688159,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"HORGENZELL",9.497983,47.806456,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"VOGT",9.766671,47.775383,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"FRONREUTE",9.589918,47.863185,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BERG3",9.595867,47.816128,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"AMTZELL",9.747974,47.70628,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"SCHLIER",9.674581,47.770627,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WOLPERTSWENDE",9.613345,47.895287,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"BODNEGG",9.690491,47.709876,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"GRUENKRAUT",9.652681,47.743111,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WALDBURG",9.712904,47.757454,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"AICHSTETTEN",10.08067,47.892919,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"KISSLEGG",9.881938,47.787754,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"OSTRACH",9.380955,47.953822,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"ALTSHAUSEN",9.538271,47.93449,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WOLFEGG",9.793215,47.820361,"Baden-Wuerttemberg","Stuttgart",9.1800132,48.7784485
"WINKELHAID",11.302228,49.387934,"Bavaria","Muenchen",11.5753822,48.1371079
"GROSSHABERSDORF",10.78977,49.40395,"Bavaria","Muenchen",11.5753822,48.1371079
"PUSCHENDORF",10.832113,49.522831,"Bavaria","Muenchen",11.5753822,48.1371079
"FUERTH1",10.989974,49.477384,"Bavaria","Muenchen",11.5753822,48.1371079
"ERLANGEN",11.00498,49.595133,"Bavaria","Muenchen",11.5753822,48.1371079
"BUCKENHOF",11.050632,49.593363,"Bavaria","Muenchen",11.5753822,48.1371079
"DORMITZ",11.118589,49.596809,"Bavaria","Muenchen",11.5753822,48.1371079
"HETZLES",11.128533,49.635223,"Bavaria","Muenchen",11.5753822,48.1371079
"KLEINSENDELBACH",11.156505,49.593212,"Bavaria","Muenchen",11.5753822,48.1371079
"MARLOFFSTEIN",11.065614,49.617391,"Bavaria","Muenchen",11.5753822,48.1371079
"SPARDORF",11.05448,49.608953,"Bavaria","Muenchen",11.5753822,48.1371079
"UTTENREUTH",11.074132,49.596791,"Bavaria","Muenchen",11.5753822,48.1371079
"AURACHTAL",10.822529,49.575073,"Bavaria","Muenchen",11.5753822,48.1371079
"BUBENREUTH",11.015911,49.628271,"Bavaria","Muenchen",11.5753822,48.1371079
"EFFELTRICH",11.092476,49.659718,"Bavaria","Muenchen",11.5753822,48.1371079
"GROSSENSEEBACH",10.875794,49.631864,"Bavaria","Muenchen",11.5753822,48.1371079
"HESSDORF",10.909826,49.627077,"Bavaria","Muenchen",11.5753822,48.1371079
"LANGENSENDELBACH",11.070631,49.641856,"Bavaria","Muenchen",11.5753822,48.1371079
"MOEHRENDORF",11.000309,49.639461,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERREICHENBACH1",10.769904,49.589955,"Bavaria","Muenchen",11.5753822,48.1371079
"KAMMERSTEIN",10.973596,49.292699,"Bavaria","Muenchen",11.5753822,48.1371079
"REDNITZHEMBACH",11.079203,49.30264,"Bavaria","Muenchen",11.5753822,48.1371079
"GEORGENSGMUEND",11.013793,49.188088,"Bavaria","Muenchen",11.5753822,48.1371079
"BUECHENBACH",11.052778,49.266782,"Bavaria","Muenchen",11.5753822,48.1371079
"ROETTENBACH",11.031847,49.151493,"Bavaria","Muenchen",11.5753822,48.1371079
"ROHR",10.888468,49.339046,"Bavaria","Muenchen",11.5753822,48.1371079
"POMMELSBRUNN",11.512782,49.503169,"Bavaria","Muenchen",11.5753822,48.1371079
"LEINBURG",11.308645,49.449884,"Bavaria","Muenchen",11.5753822,48.1371079
"HAPPURG",11.471277,49.49335,"Bavaria","Muenchen",11.5753822,48.1371079
"NEUNKIRCHEN A.SAND",11.318875,49.526136,"Bavaria","Muenchen",11.5753822,48.1371079
"HARTENSTEIN1",11.523338,49.596327,"Bavaria","Muenchen",11.5753822,48.1371079
"OFFENHAUSEN",11.412171,49.450965,"Bavaria","Muenchen",11.5753822,48.1371079
"HENFENFELD",11.390931,49.496846,"Bavaria","Muenchen",11.5753822,48.1371079
"KIRCHENSITTENBACH",11.421843,49.556363,"Bavaria","Muenchen",11.5753822,48.1371079
"OTTENSOOS",11.341643,49.509901,"Bavaria","Muenchen",11.5753822,48.1371079
"SIMMELSDORF",11.33841,49.597489,"Bavaria","Muenchen",11.5753822,48.1371079
"VORRA",11.493948,49.557506,"Bavaria","Muenchen",11.5753822,48.1371079
"WEIGENDORF",11.570203,49.499158,"Bavaria","Muenchen",11.5753822,48.1371079
"HEMHOFEN",10.939122,49.683384,"Bavaria","Muenchen",11.5753822,48.1371079
"HEROLDSBACH",10.997822,49.693227,"Bavaria","Muenchen",11.5753822,48.1371079
"ROETTENBACH1",10.926701,49.67125,"Bavaria","Muenchen",11.5753822,48.1371079
"AUFSESS",11.228675,49.8843,"Bavaria","Muenchen",11.5753822,48.1371079
"HALLERNDORF",10.979423,49.759963,"Bavaria","Muenchen",11.5753822,48.1371079
"KUNREUTH",11.143324,49.68231,"Bavaria","Muenchen",11.5753822,48.1371079
"LEUTENBACH1",11.172535,49.709563,"Bavaria","Muenchen",11.5753822,48.1371079
"PINZBERG",11.100792,49.690649,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTERLEINLEITER",11.190906,49.822464,"Bavaria","Muenchen",11.5753822,48.1371079
"WEILERSBACH",11.133658,49.74482,"Bavaria","Muenchen",11.5753822,48.1371079
"WEISSENOHE",11.253851,49.629594,"Bavaria","Muenchen",11.5753822,48.1371079
"WIESENTHAU",11.13501,49.711875,"Bavaria","Muenchen",11.5753822,48.1371079
"DIESPECK",10.627065,49.595487,"Bavaria","Muenchen",11.5753822,48.1371079
"DIETERSHEIM",10.540104,49.557686,"Bavaria","Muenchen",11.5753822,48.1371079
"ERGERSHEIM",10.327624,49.510702,"Bavaria","Muenchen",11.5753822,48.1371079
"GERHARDSHOFEN",10.691437,49.630671,"Bavaria","Muenchen",11.5753822,48.1371079
"GUTENSTETTEN",10.630608,49.615634,"Bavaria","Muenchen",11.5753822,48.1371079
"HAGENBUECHACH",10.771067,49.533835,"Bavaria","Muenchen",11.5753822,48.1371079
"ILLESHEIM",10.379179,49.479858,"Bavaria","Muenchen",11.5753822,48.1371079
"MUENCHSTEINACH",10.595943,49.638754,"Bavaria","Muenchen",11.5753822,48.1371079
"NEUENDETTELSAU",10.788754,49.285518,"Bavaria","Muenchen",11.5753822,48.1371079
"PETERSAURACH",10.747492,49.310435,"Bavaria","Muenchen",11.5753822,48.1371079
"DIEBACH",10.187948,49.309419,"Bavaria","Muenchen",11.5753822,48.1371079
"AURACH",10.412619,49.244603,"Bavaria","Muenchen",11.5753822,48.1371079
"BRUCKBERG1",10.697953,49.358083,"Bavaria","Muenchen",11.5753822,48.1371079
"BUCH A.WALD",10.333667,49.330095,"Bavaria","Muenchen",11.5753822,48.1371079
"BURGOBERBACH",10.591818,49.236927,"Bavaria","Muenchen",11.5753822,48.1371079
"BURK",10.479999,49.132731,"Bavaria","Muenchen",11.5753822,48.1371079
"GALLMERSGARTEN",10.279387,49.458198,"Bavaria","Muenchen",11.5753822,48.1371079
"GESLAU",10.310404,49.365617,"Bavaria","Muenchen",11.5753822,48.1371079
"NEUSITZ",10.223165,49.372174,"Bavaria","Muenchen",11.5753822,48.1371079
"OBERDACHSTETTEN",10.423792,49.416099,"Bavaria","Muenchen",11.5753822,48.1371079
"RUEGLAND",10.58597,49.400863,"Bavaria","Muenchen",11.5753822,48.1371079
"SACHSEN B.ANSBACH",10.661049,49.289027,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHNELLDORF",10.178253,49.198316,"Bavaria","Muenchen",11.5753822,48.1371079
"STEINSFELD",10.212126,49.421065,"Bavaria","Muenchen",11.5753822,48.1371079
"WEIHENZELL",10.627532,49.355549,"Bavaria","Muenchen",11.5753822,48.1371079
"WETTRINGEN1",10.156711,49.258406,"Bavaria","Muenchen",11.5753822,48.1371079
"WIESETH",10.482033,49.160911,"Bavaria","Muenchen",11.5753822,48.1371079
"WILBURGSTETTEN",10.390733,49.026625,"Bavaria","Muenchen",11.5753822,48.1371079
"WINDELSBACH",10.299785,49.398478,"Bavaria","Muenchen",11.5753822,48.1371079
"WOERNITZ",10.243327,49.254589,"Bavaria","Muenchen",11.5753822,48.1371079
"DITTENHEIM",10.788649,49.0573,"Bavaria","Muenchen",11.5753822,48.1371079
"EHINGEN1",10.540645,49.087977,"Bavaria","Muenchen",11.5753822,48.1371079
"GEROLFINGEN",10.5104,49.053202,"Bavaria","Muenchen",11.5753822,48.1371079
"HAUNDORF",10.770916,49.175184,"Bavaria","Muenchen",11.5753822,48.1371079
"MITTELESCHENBACH",10.796968,49.212292,"Bavaria","Muenchen",11.5753822,48.1371079
"PFOFELD",10.838689,49.104669,"Bavaria","Muenchen",11.5753822,48.1371079
"ROECKINGEN",10.560231,49.057243,"Bavaria","Muenchen",11.5753822,48.1371079
"THEILENHOFEN",10.852464,49.083211,"Bavaria","Muenchen",11.5753822,48.1371079
"UNTERSCHWANINGEN",10.620069,49.080616,"Bavaria","Muenchen",11.5753822,48.1371079
"WESTHEIM",10.66252,49.003705,"Bavaria","Muenchen",11.5753822,48.1371079
"WITTELSHOFEN",10.480414,49.059893,"Bavaria","Muenchen",11.5753822,48.1371079
"BERGEN4",11.114011,49.073591,"Bavaria","Muenchen",11.5753822,48.1371079
"BURGSALACH",11.097575,49.033186,"Bavaria","Muenchen",11.5753822,48.1371079
"RAITENBUCH",11.126572,49.014939,"Bavaria","Muenchen",11.5753822,48.1371079
"ALESHEIM",10.866072,49.046568,"Bavaria","Muenchen",11.5753822,48.1371079
"ETTENSTATT",11.055181,49.078287,"Bavaria","Muenchen",11.5753822,48.1371079
"LANGENALTHEIM",10.93313,48.893971,"Bavaria","Muenchen",11.5753822,48.1371079
"MEINHEIM",10.813813,49.029251,"Bavaria","Muenchen",11.5753822,48.1371079
"POLSINGEN",10.710624,48.919506,"Bavaria","Muenchen",11.5753822,48.1371079
"SOLNHOFEN",10.994054,48.895721,"Bavaria","Muenchen",11.5753822,48.1371079
"AMBERG1",11.855879,49.442448,"Bavaria","Muenchen",11.5753822,48.1371079
"KUEMMERSBRUCK",11.877755,49.419327,"Bavaria","Muenchen",11.5753822,48.1371079
"BIRGLAND",11.616384,49.438224,"Bavaria","Muenchen",11.5753822,48.1371079
"EBERMANNSDORF",11.940276,49.391868,"Bavaria","Muenchen",11.5753822,48.1371079
"EDELSFELD",11.695499,49.576842,"Bavaria","Muenchen",11.5753822,48.1371079
"ENSDORF1",11.935259,49.341188,"Bavaria","Muenchen",11.5753822,48.1371079
"ETZELWANG",11.586047,49.526591,"Bavaria","Muenchen",11.5753822,48.1371079
"FREUDENBERG1",11.982076,49.480033,"Bavaria","Muenchen",11.5753822,48.1371079
"GEBENBACH",11.876108,49.537583,"Bavaria","Muenchen",11.5753822,48.1371079
"HIRSCHBACH",11.537719,49.55553,"Bavaria","Muenchen",11.5753822,48.1371079
"ILLSCHWANG",11.685083,49.448023,"Bavaria","Muenchen",11.5753822,48.1371079
"POPPENRICHT",11.800969,49.476931,"Bavaria","Muenchen",11.5753822,48.1371079
"URSENSOLLEN",11.756996,49.400601,"Bavaria","Muenchen",11.5753822,48.1371079
"SEUBERSDORF I.D.OPF.",11.625141,49.163524,"Bavaria","Muenchen",11.5753822,48.1371079
"MUEHLHAUSEN1",11.445907,49.168985,"Bavaria","Muenchen",11.5753822,48.1371079
"DEINING",11.53969,49.223749,"Bavaria","Muenchen",11.5753822,48.1371079
"PILSACH",11.503348,49.321299,"Bavaria","Muenchen",11.5753822,48.1371079
"SENGENTHAL",11.465093,49.230334,"Bavaria","Muenchen",11.5753822,48.1371079
"BODENWOEHR",12.304076,49.270013,"Bavaria","Muenchen",11.5753822,48.1371079
"WACKERSDORF",12.178206,49.312192,"Bavaria","Muenchen",11.5753822,48.1371079
"ALTENDORF",12.28001,49.404846,"Bavaria","Muenchen",11.5753822,48.1371079
"DIETERSKIRCHEN",12.41386,49.414098,"Bavaria","Muenchen",11.5753822,48.1371079
"GUTENECK",12.274621,49.444811,"Bavaria","Muenchen",11.5753822,48.1371079
"NIEDERMURACH",12.377216,49.448693,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHMIDGADEN",12.090854,49.421793,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHWARZACH B.NABBURG",12.227585,49.410332,"Bavaria","Muenchen",11.5753822,48.1371079
"STULLN",12.137782,49.42149,"Bavaria","Muenchen",11.5753822,48.1371079
"TEUNZ",12.384315,49.480754,"Bavaria","Muenchen",11.5753822,48.1371079
"TRAUSNITZ",12.265111,49.52197,"Bavaria","Muenchen",11.5753822,48.1371079
"THEISSEIL",12.226711,49.691676,"Bavaria","Muenchen",11.5753822,48.1371079
"KIRCHENDEMENREUTH",12.092204,49.775975,"Bavaria","Muenchen",11.5753822,48.1371079
"SPEINSHART",11.821979,49.787991,"Bavaria","Muenchen",11.5753822,48.1371079
"ETZENRICHT",12.095984,49.631908,"Bavaria","Muenchen",11.5753822,48.1371079
"FLOSSENBUERG",12.347341,49.731773,"Bavaria","Muenchen",11.5753822,48.1371079
"GEORGENBERG",12.420471,49.702543,"Bavaria","Muenchen",11.5753822,48.1371079
"IRCHENRIETH",12.224495,49.622724,"Bavaria","Muenchen",11.5753822,48.1371079
"BECHTSRIETH",12.211688,49.64646,"Bavaria","Muenchen",11.5753822,48.1371079
"KRUMMENNAAB",12.098966,49.831006,"Bavaria","Muenchen",11.5753822,48.1371079
"PIRK",12.163544,49.634921,"Bavaria","Muenchen",11.5753822,48.1371079
"PUECHERSREUTH",12.234854,49.75459,"Bavaria","Muenchen",11.5753822,48.1371079
"REUTH B.ERBENDORF",12.121007,49.843805,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHIRMITZ",12.169349,49.654345,"Bavaria","Muenchen",11.5753822,48.1371079
"SCHWARZENBACH",11.994221,49.724663,"Bavaria","Muenchen",11.5753822,48.1371079
"STOERNSTEIN",12.206976,49.734054,"Bavaria","Muenchen",11.5753822,48.1371079
"GLEIRITSCH",12.313455,49.499148,"Bavaria","Muenchen",11.5753822,48.1371079
